Year,Month,Date,Series Code,Industry Title,Seasonally Adjusted,Current Employment
1993,October,10/01/1993,50000000,Information,N,15400
1993,October,10/01/1993,65620000,Health Care and Social Assistance,N,62600
1993,October,10/01/1993,70000000,Leisure and Hospitality,N,44300
1993,October,10/01/1993,70710000,"Arts, Entertainment, and Recreation",N,6900
1993,October,10/01/1993,60560000,Administrative and Support and Waste Ser,N,33000
1993,October,10/01/1993,65000000,Educational and Health Services,N,70700
1993,October,10/01/1993,7000000,Service Providing,N,504500
1993,October,10/01/1993,11000000,Total Farm,N,1500
1993,October,10/01/1993,15000000,"Natural Resources, Mining and Constructi",N,25100
1993,October,10/01/1993,55000000,Financial Activities,N,26100
1993,October,10/01/1993,90910000,Federal Government,N,22100
1993,October,10/01/1993,90930000,Local Government,N,62200
1993,October,10/01/1993,60540000,"Professional, Scientific and Technical S",N,32600
1993,October,10/01/1993,70720000,Accommodation and Food Service,N,37400
1993,October,10/01/1993,60000000,Professional and Business Services,N,82100
1993,October,10/01/1993,90000000,Government,N,125900
1993,October,10/01/1993,55530000,Real Estate and Rental and Leasing,N,9700
1993,October,10/01/1993,65610000,Educational Services,N,8100
1993,October,10/01/1993,40000000,"Trade, Transportation and Utilities",N,121500
1993,October,10/01/1993,31000000,Durable Goods,N,43300
1993,October,10/01/1993,1000000,Total Wage and Salary,N,600300
1993,October,10/01/1993,43000000,"Transportation, Warehousing and Utilitie",N,23700
1993,October,10/01/1993,0,Total Nonfarm,N,598800
1993,October,10/01/1993,30000000,Manufacturing,N,69100
1993,October,10/01/1993,55520000,Finance and Insurance,N,16400
1993,October,10/01/1993,41000000,Wholesale Trade,N,32500
1993,October,10/01/1993,90920000,State Government,N,41600
1993,October,10/01/1993,60550000,Management of Companies and Enterprises,N,16500
1993,November,11/01/1993,6000000,Goods Producing,N,94000
1993,November,11/01/1993,80000000,Other Services,N,18400
1993,November,11/01/1993,42000000,Retail Trade,N,66800
1993,November,11/01/1993,32000000,Nondurable Goods,N,25600
1993,November,11/01/1993,50000000,Information,N,15500
1993,November,11/01/1993,65620000,Health Care and Social Assistance,N,63000
1993,November,11/01/1993,70000000,Leisure and Hospitality,N,44100
1993,November,11/01/1993,70710000,"Arts, Entertainment, and Recreation",N,6800
1993,November,11/01/1993,60560000,Administrative and Support and Waste Ser,N,33700
1993,November,11/01/1993,65000000,Educational and Health Services,N,71700
1993,November,11/01/1993,7000000,Service Providing,N,508000
1993,November,11/01/1993,11000000,Total Farm,N,1200
1993,November,11/01/1993,15000000,"Natural Resources, Mining and Constructi",N,25000
1993,November,11/01/1993,55000000,Financial Activities,N,26200
1993,November,11/01/1993,90910000,Federal Government,N,21900
1993,November,11/01/1993,90930000,Local Government,N,62200
1993,November,11/01/1993,70720000,Accommodation and Food Service,N,37300
1993,November,11/01/1993,60540000,"Professional, Scientific and Technical S",N,32700
1993,November,11/01/1993,60000000,Professional and Business Services,N,83400
1993,November,11/01/1993,90000000,Government,N,125900
1993,November,11/01/1993,55530000,Real Estate and Rental and Leasing,N,9700
1993,November,11/01/1993,65610000,Educational Services,N,8700
1993,November,11/01/1993,40000000,"Trade, Transportation and Utilities",N,122900
1993,November,11/01/1993,31000000,Durable Goods,N,43400
1993,November,11/01/1993,1000000,Total Wage and Salary,N,603300
1993,November,11/01/1993,43000000,"Transportation, Warehousing and Utilitie",N,23500
1993,November,11/01/1993,0,Total Nonfarm,N,602100
1993,November,11/01/1993,30000000,Manufacturing,N,69000
1993,November,11/01/1993,55520000,Finance and Insurance,N,16500
1993,November,11/01/1993,41000000,Wholesale Trade,N,32600
1993,November,11/01/1993,90920000,State Government,N,41800
1993,November,11/01/1993,60550000,Management of Companies and Enterprises,N,17000
1993,December,12/01/1993,6000000,Goods Producing,N,93300
1993,December,12/01/1993,80000000,Other Services,N,18300
1993,December,12/01/1993,42000000,Retail Trade,N,68900
1993,December,12/01/1993,32000000,Nondurable Goods,N,25900
1993,December,12/01/1993,50000000,Information,N,15700
1993,December,12/01/1993,65620000,Health Care and Social Assistance,N,63100
1993,December,12/01/1993,70000000,Leisure and Hospitality,N,44200
1993,December,12/01/1993,70710000,"Arts, Entertainment, and Recreation",N,6900
1993,December,12/01/1993,60560000,Administrative and Support and Waste Ser,N,33800
1993,December,12/01/1993,65000000,Educational and Health Services,N,71600
1993,December,12/01/1993,7000000,Service Providing,N,512600
1993,December,12/01/1993,11000000,Total Farm,N,1200
1993,December,12/01/1993,15000000,"Natural Resources, Mining and Constructi",N,24000
1993,December,12/01/1993,55000000,Financial Activities,N,26300
1993,December,12/01/1993,90910000,Federal Government,N,22600
1993,December,12/01/1993,90930000,Local Government,N,62100
1993,December,12/01/1993,60000000,Professional and Business Services,N,84900
1993,December,12/01/1993,70720000,Accommodation and Food Service,N,37300
1993,December,12/01/1993,60540000,"Professional, Scientific and Technical S",N,34100
1993,December,12/01/1993,90000000,Government,N,125600
1993,December,12/01/1993,55530000,Real Estate and Rental and Leasing,N,9700
1993,December,12/01/1993,65610000,Educational Services,N,8500
1993,December,12/01/1993,40000000,"Trade, Transportation and Utilities",N,126100
1993,December,12/01/1993,31000000,Durable Goods,N,43400
1993,December,12/01/1993,1000000,Total Wage and Salary,N,607200
1993,December,12/01/1993,43000000,"Transportation, Warehousing and Utilitie",N,24400
1993,December,12/01/1993,0,Total Nonfarm,N,606000
1993,December,12/01/1993,30000000,Manufacturing,N,69300
1993,December,12/01/1993,55520000,Finance and Insurance,N,16600
1993,December,12/01/1993,41000000,Wholesale Trade,N,32800
1993,December,12/01/1993,90920000,State Government,N,40900
1993,December,12/01/1993,60550000,Management of Companies and Enterprises,N,17000
1992,January,01/01/1992,50000000,Information,N,17200
1992,January,01/01/1992,32000000,Nondurable Goods,N,27500
1992,January,01/01/1992,42000000,Retail Trade,N,63600
1992,January,01/01/1992,6000000,Goods Producing,N,98100
1992,January,01/01/1992,60560000,Administrative and Support and Waste Ser,N,27900
1992,January,01/01/1992,70000000,Leisure and Hospitality,N,42100
1992,January,01/01/1992,70710000,"Arts, Entertainment, and Recreation",N,6100
1992,January,01/01/1992,80000000,Other Services,N,17500
1992,January,01/01/1992,65000000,Educational and Health Services,N,67500
1992,January,01/01/1992,65620000,Health Care and Social Assistance,N,60000
1992,January,01/01/1992,7000000,Service Providing,N,492800
1992,January,01/01/1992,11000000,Total Farm,N,1100
1992,January,01/01/1992,15000000,"Natural Resources, Mining and Constructi",N,25500
1992,January,01/01/1992,55000000,Financial Activities,N,27300
1992,January,01/01/1992,90910000,Federal Government,N,23100
1992,January,01/01/1992,90930000,Local Government,N,62900
1992,January,01/01/1992,60000000,Professional and Business Services,N,75200
1992,January,01/01/1992,60540000,"Professional, Scientific and Technical S",N,31400
1992,January,01/01/1992,40000000,"Trade, Transportation and Utilities",N,121100
1992,January,01/01/1992,31000000,Durable Goods,N,45100
1992,January,01/01/1992,70720000,Accommodation and Food Service,N,36000
1992,January,01/01/1992,90000000,Government,N,124900
1992,January,01/01/1992,55530000,Real Estate and Rental and Leasing,N,10100
1992,January,01/01/1992,65610000,Educational Services,N,7500
1992,January,01/01/1992,1000000,Total Wage and Salary,N,592000
1992,January,01/01/1992,30000000,Manufacturing,N,72600
1992,January,01/01/1992,41000000,Wholesale Trade,N,33300
1992,January,01/01/1992,60550000,Management of Companies and Enterprises,N,15900
1992,January,01/01/1992,43000000,"Transportation, Warehousing and Utilitie",N,24200
1992,January,01/01/1992,0,Total Nonfarm,N,590900
1992,January,01/01/1992,55520000,Finance and Insurance,N,17300
1992,January,01/01/1992,90920000,State Government,N,38900
1992,February,02/01/1992,6000000,Goods Producing,N,96800
1992,February,02/01/1992,42000000,Retail Trade,N,63700
1992,February,02/01/1992,32000000,Nondurable Goods,N,27800
1992,February,02/01/1992,50000000,Information,N,16300
1992,February,02/01/1992,65620000,Health Care and Social Assistance,N,61000
1992,February,02/01/1992,65000000,Educational and Health Services,N,69300
1992,February,02/01/1992,70710000,"Arts, Entertainment, and Recreation",N,6700
1992,February,02/01/1992,70000000,Leisure and Hospitality,N,43100
1992,February,02/01/1992,80000000,Other Services,N,18000
1992,February,02/01/1992,60560000,Administrative and Support and Waste Ser,N,27700
1992,February,02/01/1992,7000000,Service Providing,N,496100
1992,February,02/01/1992,11000000,Total Farm,N,1100
1992,February,02/01/1992,15000000,"Natural Resources, Mining and Constructi",N,24600
1992,February,02/01/1992,90910000,Federal Government,N,23200
1992,February,02/01/1992,55000000,Financial Activities,N,27600
1992,February,02/01/1992,90930000,Local Government,N,63200
1992,February,02/01/1992,90000000,Government,N,126000
1992,February,02/01/1992,70720000,Accommodation and Food Service,N,36400
1992,February,02/01/1992,55530000,Real Estate and Rental and Leasing,N,10100
1992,February,02/01/1992,65610000,Educational Services,N,8300
1992,February,02/01/1992,31000000,Durable Goods,N,44400
1992,February,02/01/1992,40000000,"Trade, Transportation and Utilities",N,121000
1992,February,02/01/1992,60540000,"Professional, Scientific and Technical S",N,32100
1992,February,02/01/1992,60000000,Professional and Business Services,N,74800
1992,February,02/01/1992,1000000,Total Wage and Salary,N,594000
1992,February,02/01/1992,30000000,Manufacturing,N,72200
1992,February,02/01/1992,41000000,Wholesale Trade,N,33000
1992,February,02/01/1992,60550000,Management of Companies and Enterprises,N,15000
1992,February,02/01/1992,43000000,"Transportation, Warehousing and Utilitie",N,24300
1992,February,02/01/1992,0,Total Nonfarm,N,592900
1992,February,02/01/1992,90920000,State Government,N,39600
1992,February,02/01/1992,55520000,Finance and Insurance,N,17500
1992,March,03/01/1992,6000000,Goods Producing,N,98300
1992,March,03/01/1992,42000000,Retail Trade,N,62800
1992,March,03/01/1992,32000000,Nondurable Goods,N,28300
1992,March,03/01/1992,50000000,Information,N,16300
1992,March,03/01/1992,65620000,Health Care and Social Assistance,N,61100
1992,March,03/01/1992,65000000,Educational and Health Services,N,68800
1992,March,03/01/1992,70710000,"Arts, Entertainment, and Recreation",N,6700
1992,March,03/01/1992,70000000,Leisure and Hospitality,N,43700
1992,March,03/01/1992,80000000,Other Services,N,17900
1992,March,03/01/1992,60560000,Administrative and Support and Waste Ser,N,27900
1992,March,03/01/1992,7000000,Service Providing,N,498000
1992,March,03/01/1992,11000000,Total Farm,N,1100
1992,March,03/01/1992,15000000,"Natural Resources, Mining and Constructi",N,25400
1992,March,03/01/1992,90910000,Federal Government,N,23400
1992,March,03/01/1992,55000000,Financial Activities,N,27700
1992,March,03/01/1992,90930000,Local Government,N,64400
1992,March,03/01/1992,90000000,Government,N,128000
1992,March,03/01/1992,70720000,Accommodation and Food Service,N,37000
1992,March,03/01/1992,55530000,Real Estate and Rental and Leasing,N,10200
1992,March,03/01/1992,65610000,Educational Services,N,7700
1992,March,03/01/1992,31000000,Durable Goods,N,44600
1992,March,03/01/1992,40000000,"Trade, Transportation and Utilities",N,120100
1992,March,03/01/1992,60540000,"Professional, Scientific and Technical S",N,32500
1992,March,03/01/1992,60000000,Professional and Business Services,N,75500
1992,March,03/01/1992,1000000,Total Wage and Salary,N,597400
1992,March,03/01/1992,60550000,Management of Companies and Enterprises,N,15100
1992,March,03/01/1992,43000000,"Transportation, Warehousing and Utilitie",N,24200
1992,March,03/01/1992,30000000,Manufacturing,N,72900
1992,March,03/01/1992,41000000,Wholesale Trade,N,33100
1992,March,03/01/1992,0,Total Nonfarm,N,596300
1992,March,03/01/1992,90920000,State Government,N,40200
1992,March,03/01/1992,55520000,Finance and Insurance,N,17600
1992,April,04/01/1992,42000000,Retail Trade,N,61800
1992,April,04/01/1992,32000000,Nondurable Goods,N,27400
1992,April,04/01/1992,50000000,Information,N,15900
1992,April,04/01/1992,6000000,Goods Producing,N,95400
1992,April,04/01/1992,65620000,Health Care and Social Assistance,N,61100
1992,April,04/01/1992,65000000,Educational and Health Services,N,69500
1992,April,04/01/1992,70710000,"Arts, Entertainment, and Recreation",N,6700
1992,April,04/01/1992,70000000,Leisure and Hospitality,N,44800
1992,April,04/01/1992,80000000,Other Services,N,17800
1992,April,04/01/1992,60560000,Administrative and Support and Waste Ser,N,28300
1992,April,04/01/1992,7000000,Service Providing,N,500000
1992,April,04/01/1992,11000000,Total Farm,N,1300
1992,April,04/01/1992,15000000,"Natural Resources, Mining and Constructi",N,24000
1992,April,04/01/1992,90910000,Federal Government,N,23600
1992,April,04/01/1992,55000000,Financial Activities,N,27700
1992,April,04/01/1992,90930000,Local Government,N,64100
1992,April,04/01/1992,90000000,Government,N,127800
1992,April,04/01/1992,70720000,Accommodation and Food Service,N,38100
1992,April,04/01/1992,55530000,Real Estate and Rental and Leasing,N,9900
1992,April,04/01/1992,65610000,Educational Services,N,8400
1992,April,04/01/1992,31000000,Durable Goods,N,44000
1992,April,04/01/1992,40000000,"Trade, Transportation and Utilities",N,119700
1992,April,04/01/1992,60540000,"Professional, Scientific and Technical S",N,33300
1992,April,04/01/1992,60000000,Professional and Business Services,N,76800
1992,April,04/01/1992,1000000,Total Wage and Salary,N,596700
1992,April,04/01/1992,60550000,Management of Companies and Enterprises,N,15200
1992,April,04/01/1992,43000000,"Transportation, Warehousing and Utilitie",N,24200
1992,April,04/01/1992,30000000,Manufacturing,N,71400
1992,April,04/01/1992,41000000,Wholesale Trade,N,33700
1992,April,04/01/1992,0,Total Nonfarm,N,595400
1992,April,04/01/1992,90920000,State Government,N,40100
1992,April,04/01/1992,55520000,Finance and Insurance,N,17900
1992,May,05/01/1992,42000000,Retail Trade,N,61800
1992,May,05/01/1992,32000000,Nondurable Goods,N,27600
1992,May,05/01/1992,50000000,Information,N,16100
1992,May,05/01/1992,6000000,Goods Producing,N,96600
1992,May,05/01/1992,65620000,Health Care and Social Assistance,N,61100
1992,May,05/01/1992,65000000,Educational and Health Services,N,69200
1992,May,05/01/1992,70710000,"Arts, Entertainment, and Recreation",N,6700
1992,May,05/01/1992,70000000,Leisure and Hospitality,N,45300
1992,May,05/01/1992,80000000,Other Services,N,17800
1992,May,05/01/1992,60560000,Administrative and Support and Waste Ser,N,28500
1992,May,05/01/1992,7000000,Service Providing,N,500200
1992,May,05/01/1992,11000000,Total Farm,N,1400
1992,May,05/01/1992,15000000,"Natural Resources, Mining and Constructi",N,24400
1992,May,05/01/1992,90910000,Federal Government,N,23500
1992,May,05/01/1992,55000000,Financial Activities,N,28200
1992,May,05/01/1992,90930000,Local Government,N,63900
1992,May,05/01/1992,90000000,Government,N,127300
1992,May,05/01/1992,70720000,Accommodation and Food Service,N,38600
1992,May,05/01/1992,55530000,Real Estate and Rental and Leasing,N,10100
1992,May,05/01/1992,65610000,Educational Services,N,8100
1992,May,05/01/1992,31000000,Durable Goods,N,44600
1992,May,05/01/1992,40000000,"Trade, Transportation and Utilities",N,120000
1992,May,05/01/1992,60540000,"Professional, Scientific and Technical S",N,32400
1992,May,05/01/1992,60000000,Professional and Business Services,N,76300
1992,May,05/01/1992,1000000,Total Wage and Salary,N,598200
1992,May,05/01/1992,60550000,Management of Companies and Enterprises,N,15400
1992,May,05/01/1992,43000000,"Transportation, Warehousing and Utilitie",N,24400
1992,May,05/01/1992,30000000,Manufacturing,N,72200
1992,May,05/01/1992,41000000,Wholesale Trade,N,33800
1992,May,05/01/1992,0,Total Nonfarm,N,596800
1992,May,05/01/1992,90920000,State Government,N,39900
1992,May,05/01/1992,55520000,Finance and Insurance,N,18200
1992,June,06/01/1992,42000000,Retail Trade,N,61800
1992,June,06/01/1992,32000000,Nondurable Goods,N,28100
1992,June,06/01/1992,50000000,Information,N,16200
1992,June,06/01/1992,6000000,Goods Producing,N,97600
1992,June,06/01/1992,65620000,Health Care and Social Assistance,N,61100
1992,June,06/01/1992,65000000,Educational and Health Services,N,68800
1992,June,06/01/1992,70710000,"Arts, Entertainment, and Recreation",N,6800
1992,June,06/01/1992,70000000,Leisure and Hospitality,N,44700
1992,June,06/01/1992,80000000,Other Services,N,17700
1992,June,06/01/1992,60560000,Administrative and Support and Waste Ser,N,28500
1992,June,06/01/1992,7000000,Service Providing,N,497900
1992,June,06/01/1992,11000000,Total Farm,N,1500
1992,June,06/01/1992,15000000,"Natural Resources, Mining and Constructi",N,24800
1992,June,06/01/1992,90910000,Federal Government,N,23500
1992,June,06/01/1992,55000000,Financial Activities,N,28200
1992,June,06/01/1992,90930000,Local Government,N,64100
1992,June,06/01/1992,90000000,Government,N,126400
1992,June,06/01/1992,70720000,Accommodation and Food Service,N,37900
1992,June,06/01/1992,55530000,Real Estate and Rental and Leasing,N,10100
1992,June,06/01/1992,65610000,Educational Services,N,7700
1992,June,06/01/1992,31000000,Durable Goods,N,44700
1992,June,06/01/1992,40000000,"Trade, Transportation and Utilities",N,119800
1992,June,06/01/1992,60540000,"Professional, Scientific and Technical S",N,32400
1992,June,06/01/1992,60000000,Professional and Business Services,N,76200
1992,June,06/01/1992,1000000,Total Wage and Salary,N,597100
1992,June,06/01/1992,60550000,Management of Companies and Enterprises,N,15300
1992,June,06/01/1992,43000000,"Transportation, Warehousing and Utilitie",N,24100
1992,June,06/01/1992,30000000,Manufacturing,N,72800
1992,June,06/01/1992,41000000,Wholesale Trade,N,33900
1992,June,06/01/1992,0,Total Nonfarm,N,595600
1992,June,06/01/1992,90920000,State Government,N,38800
1992,June,06/01/1992,55520000,Finance and Insurance,N,18200
1992,July,07/01/1992,42000000,Retail Trade,N,62500
1992,July,07/01/1992,32000000,Nondurable Goods,N,28600
1992,July,07/01/1992,50000000,Information,N,16000
1992,July,07/01/1992,6000000,Goods Producing,N,98300
1992,July,07/01/1992,65620000,Health Care and Social Assistance,N,62100
1992,July,07/01/1992,65000000,Educational and Health Services,N,68700
1992,July,07/01/1992,70710000,"Arts, Entertainment, and Recreation",N,6800
1992,July,07/01/1992,70000000,Leisure and Hospitality,N,44300
1992,July,07/01/1992,80000000,Other Services,N,17900
1992,July,07/01/1992,60560000,Administrative and Support and Waste Ser,N,28600
1992,July,07/01/1992,7000000,Service Providing,N,495800
1992,July,07/01/1992,11000000,Total Farm,N,1500
1992,July,07/01/1992,15000000,"Natural Resources, Mining and Constructi",N,25300
1992,July,07/01/1992,90910000,Federal Government,N,23600
1992,July,07/01/1992,55000000,Financial Activities,N,27500
1992,July,07/01/1992,90930000,Local Government,N,61200
1992,July,07/01/1992,90000000,Government,N,123800
1992,July,07/01/1992,70720000,Accommodation and Food Service,N,37500
1992,July,07/01/1992,55530000,Real Estate and Rental and Leasing,N,9600
1992,July,07/01/1992,65610000,Educational Services,N,6600
1992,July,07/01/1992,31000000,Durable Goods,N,44400
1992,July,07/01/1992,40000000,"Trade, Transportation and Utilities",N,121100
1992,July,07/01/1992,60540000,"Professional, Scientific and Technical S",N,32400
1992,July,07/01/1992,60000000,Professional and Business Services,N,76600
1992,July,07/01/1992,1000000,Total Wage and Salary,N,595700
1992,July,07/01/1992,60550000,Management of Companies and Enterprises,N,15600
1992,July,07/01/1992,43000000,"Transportation, Warehousing and Utilitie",N,24900
1992,July,07/01/1992,30000000,Manufacturing,N,73000
1992,July,07/01/1992,41000000,Wholesale Trade,N,33700
1992,July,07/01/1992,0,Total Nonfarm,N,594200
1992,July,07/01/1992,90920000,State Government,N,39000
1992,July,07/01/1992,55520000,Finance and Insurance,N,18000
1992,August,08/01/1992,42000000,Retail Trade,N,62600
1992,August,08/01/1992,50000000,Information,N,16000
1992,August,08/01/1992,32000000,Nondurable Goods,N,29200
1992,August,08/01/1992,6000000,Goods Producing,N,98100
1992,August,08/01/1992,65620000,Health Care and Social Assistance,N,61300
1992,August,08/01/1992,65000000,Educational and Health Services,N,68000
1992,August,08/01/1992,70710000,"Arts, Entertainment, and Recreation",N,6700
1992,August,08/01/1992,70000000,Leisure and Hospitality,N,44800
1992,August,08/01/1992,80000000,Other Services,N,18000
1992,August,08/01/1992,60560000,Administrative and Support and Waste Ser,N,28800
1992,August,08/01/1992,7000000,Service Providing,N,493500
1992,August,08/01/1992,11000000,Total Farm,N,1400
1992,August,08/01/1992,15000000,"Natural Resources, Mining and Constructi",N,25300
1992,August,08/01/1992,90910000,Federal Government,N,23600
1992,August,08/01/1992,55000000,Financial Activities,N,27900
1992,August,08/01/1992,90930000,Local Government,N,58400
1992,August,08/01/1992,90000000,Government,N,121500
1992,August,08/01/1992,70720000,Accommodation and Food Service,N,38100
1992,August,08/01/1992,55530000,Real Estate and Rental and Leasing,N,9700
1992,August,08/01/1992,65610000,Educational Services,N,6700
1992,August,08/01/1992,31000000,Durable Goods,N,43600
1992,August,08/01/1992,40000000,"Trade, Transportation and Utilities",N,121300
1992,August,08/01/1992,60540000,"Professional, Scientific and Technical S",N,32000
1992,August,08/01/1992,60000000,Professional and Business Services,N,76000
1992,August,08/01/1992,1000000,Total Wage and Salary,N,593000
1992,August,08/01/1992,60550000,Management of Companies and Enterprises,N,15200
1992,August,08/01/1992,43000000,"Transportation, Warehousing and Utilitie",N,25200
1992,August,08/01/1992,30000000,Manufacturing,N,72800
1992,August,08/01/1992,41000000,Wholesale Trade,N,33500
1992,August,08/01/1992,0,Total Nonfarm,N,591600
1992,August,08/01/1992,90920000,State Government,N,39500
1992,August,08/01/1992,55520000,Finance and Insurance,N,18300
1992,September,09/01/1992,42000000,Retail Trade,N,63200
1992,September,09/01/1992,32000000,Nondurable Goods,N,29200
1992,September,09/01/1992,6000000,Goods Producing,N,98000
1992,September,09/01/1992,65620000,Health Care and Social Assistance,N,61100
1992,September,09/01/1992,65000000,Educational and Health Services,N,68500
1992,September,09/01/1992,80000000,Other Services,N,18400
1992,September,09/01/1992,70710000,"Arts, Entertainment, and Recreation",N,6300
1992,September,09/01/1992,70000000,Leisure and Hospitality,N,44500
1992,September,09/01/1992,50000000,Information,N,15900
1992,September,09/01/1992,60560000,Administrative and Support and Waste Ser,N,29900
1992,September,09/01/1992,7000000,Service Providing,N,499200
1992,September,09/01/1992,11000000,Total Farm,N,1300
1992,September,09/01/1992,15000000,"Natural Resources, Mining and Constructi",N,25300
1992,September,09/01/1992,90910000,Federal Government,N,23600
1992,September,09/01/1992,55000000,Financial Activities,N,27600
1992,September,09/01/1992,90930000,Local Government,N,59700
1992,September,09/01/1992,90000000,Government,N,124200
1992,September,09/01/1992,70720000,Accommodation and Food Service,N,38200
1992,September,09/01/1992,55530000,Real Estate and Rental and Leasing,N,9700
1992,September,09/01/1992,65610000,Educational Services,N,7400
1992,September,09/01/1992,31000000,Durable Goods,N,43500
1992,September,09/01/1992,40000000,"Trade, Transportation and Utilities",N,122000
1992,September,09/01/1992,60540000,"Professional, Scientific and Technical S",N,32600
1992,September,09/01/1992,60000000,Professional and Business Services,N,78100
1992,September,09/01/1992,1000000,Total Wage and Salary,N,598500
1992,September,09/01/1992,60550000,Management of Companies and Enterprises,N,15600
1992,September,09/01/1992,43000000,"Transportation, Warehousing and Utilitie",N,25000
1992,September,09/01/1992,30000000,Manufacturing,N,72700
1992,September,09/01/1992,41000000,Wholesale Trade,N,33800
1992,September,09/01/1992,0,Total Nonfarm,N,597200
1992,September,09/01/1992,90920000,State Government,N,40900
1992,September,09/01/1992,55520000,Finance and Insurance,N,18000
1992,October,10/01/1992,42000000,Retail Trade,N,63900
1992,October,10/01/1992,32000000,Nondurable Goods,N,27800
1992,October,10/01/1992,6000000,Goods Producing,N,96100
1992,October,10/01/1992,65620000,Health Care and Social Assistance,N,61200
1992,October,10/01/1992,65000000,Educational and Health Services,N,69100
1992,October,10/01/1992,80000000,Other Services,N,18100
1992,October,10/01/1992,70710000,"Arts, Entertainment, and Recreation",N,6600
1992,October,10/01/1992,70000000,Leisure and Hospitality,N,45100
1992,October,10/01/1992,50000000,Information,N,16100
1992,October,10/01/1992,60560000,Administrative and Support and Waste Ser,N,28700
1992,October,10/01/1992,7000000,Service Providing,N,503800
1992,October,10/01/1992,11000000,Total Farm,N,1300
1992,October,10/01/1992,15000000,"Natural Resources, Mining and Constructi",N,24600
1992,October,10/01/1992,90910000,Federal Government,N,23700
1992,October,10/01/1992,55000000,Financial Activities,N,28000
1992,October,10/01/1992,90930000,Local Government,N,62200
1992,October,10/01/1992,90000000,Government,N,128200
1992,October,10/01/1992,70720000,Accommodation and Food Service,N,38500
1992,October,10/01/1992,55530000,Real Estate and Rental and Leasing,N,9700
1992,October,10/01/1992,65610000,Educational Services,N,7900
1992,October,10/01/1992,31000000,Durable Goods,N,43700
1992,October,10/01/1992,40000000,"Trade, Transportation and Utilities",N,122400
1992,October,10/01/1992,60540000,"Professional, Scientific and Technical S",N,32700
1992,October,10/01/1992,60000000,Professional and Business Services,N,76900
1992,October,10/01/1992,1000000,Total Wage and Salary,N,601300
1992,October,10/01/1992,60550000,Management of Companies and Enterprises,N,15500
1992,October,10/01/1992,43000000,"Transportation, Warehousing and Utilitie",N,25000
1992,October,10/01/1992,30000000,Manufacturing,N,71500
1992,October,10/01/1992,41000000,Wholesale Trade,N,33500
1992,October,10/01/1992,0,Total Nonfarm,N,600000
1992,October,10/01/1992,90920000,State Government,N,42300
1992,October,10/01/1992,55520000,Finance and Insurance,N,18300
1992,November,11/01/1992,42000000,Retail Trade,N,65600
1992,November,11/01/1992,32000000,Nondurable Goods,N,27400
1992,November,11/01/1992,6000000,Goods Producing,N,95100
1992,November,11/01/1992,65620000,Health Care and Social Assistance,N,61300
1992,November,11/01/1992,65000000,Educational and Health Services,N,69800
1992,November,11/01/1992,80000000,Other Services,N,18100
1992,November,11/01/1992,70710000,"Arts, Entertainment, and Recreation",N,6600
1992,November,11/01/1992,70000000,Leisure and Hospitality,N,44800
1992,November,11/01/1992,50000000,Information,N,16000
1992,November,11/01/1992,60560000,Administrative and Support and Waste Ser,N,29200
1992,November,11/01/1992,7000000,Service Providing,N,507200
1992,November,11/01/1992,11000000,Total Farm,N,1100
1992,November,11/01/1992,15000000,"Natural Resources, Mining and Constructi",N,24300
1992,November,11/01/1992,90910000,Federal Government,N,23600
1992,November,11/01/1992,55000000,Financial Activities,N,28000
1992,November,11/01/1992,90930000,Local Government,N,62700
1992,November,11/01/1992,90000000,Government,N,128800
1992,November,11/01/1992,70720000,Accommodation and Food Service,N,38200
1992,November,11/01/1992,55530000,Real Estate and Rental and Leasing,N,9600
1992,November,11/01/1992,65610000,Educational Services,N,8500
1992,November,11/01/1992,31000000,Durable Goods,N,43400
1992,November,11/01/1992,40000000,"Trade, Transportation and Utilities",N,124300
1992,November,11/01/1992,60540000,"Professional, Scientific and Technical S",N,32400
1992,November,11/01/1992,60000000,Professional and Business Services,N,77500
1992,November,11/01/1992,1000000,Total Wage and Salary,N,603500
1992,November,11/01/1992,60550000,Management of Companies and Enterprises,N,15900
1992,November,11/01/1992,43000000,"Transportation, Warehousing and Utilitie",N,25300
1992,November,11/01/1992,30000000,Manufacturing,N,70800
1992,November,11/01/1992,41000000,Wholesale Trade,N,33400
1992,November,11/01/1992,0,Total Nonfarm,N,602400
1992,November,11/01/1992,90920000,State Government,N,42500
1992,November,11/01/1992,55520000,Finance and Insurance,N,18400
1992,December,12/01/1992,42000000,Retail Trade,N,66900
1992,December,12/01/1992,32000000,Nondurable Goods,N,27900
1992,December,12/01/1992,6000000,Goods Producing,N,94200
1992,December,12/01/1992,65620000,Health Care and Social Assistance,N,61400
1992,December,12/01/1992,65000000,Educational and Health Services,N,70300
1992,December,12/01/1992,80000000,Other Services,N,18400
1992,December,12/01/1992,70710000,"Arts, Entertainment, and Recreation",N,6600
1992,December,12/01/1992,70000000,Leisure and Hospitality,N,44700
1992,December,12/01/1992,50000000,Information,N,16300
1992,December,12/01/1992,60560000,Administrative and Support and Waste Ser,N,29300
1992,December,12/01/1992,7000000,Service Providing,N,508700
1992,December,12/01/1992,11000000,Total Farm,N,1200
1992,December,12/01/1992,15000000,"Natural Resources, Mining and Constructi",N,23100
1992,December,12/01/1992,90910000,Federal Government,N,24000
1992,December,12/01/1992,55000000,Financial Activities,N,27900
